Date,Time,Artist(s),Instruments/Details,Venue,Source
2025-12-29,,Sandhya Raman [Cite: 114],Natya Kala Conference: AHARYA (Perceptive Costuming),Krishna Gana Sabha,MAC16X21
2025-12-29,,Panelists: Anuradha Vikranth; Swapnokalpa Dasgupta; Akhila Krishnamurthy [Cite: 114],Natya Kala Conference Panel: SAHRUDAYA SAMBHASHANAM,Krishna Gana Sabha,MAC16X21
2025-12-29,08:00,Tanusree Shankar [Cite: 99],Natya Kala Conference Workshop: NAVODAYA (Uday Shankar Style),Sri Ramakrishna Mission Sarada Vidyalaya School,MAC16X21
2025-12-30,07:00,Vittaldas Jayakrishna Dikshithar,Maha Bhaktha Vijayam,Krishna Gana Sabha,MAC16X21
2025-12-30,08:00,Bickram Ghosh [Cite: 130],Natya Kala Conference Workshop: The Aesthetics of Musical Math,Sri Ramakrishna Mission Sarada Vidyalaya School,MAC16X21
2025-12-30,13:10,,Natya Kala Conference: Valedictory Function [Cite: 170],Krishna Gana Sabha,MAC16X21
2025-12-30,16:00,Vignesh Ishwar N & Ashwath Narayanan,Vocal Duet; R.K. Shriramkumar (Violin); Dr. Trichy Sankaran (Mridangam); G. Chandrasekara Sharma (Ghatam),Krishna Gana Sabha,MAC16X21
2025-12-30,19:00,Bijaiyini Satpathy,Odissi,Krishna Gana Sabha,MAC16X21
2025-12-31,07:00,Brahmashri Vittaldas Jayakrishna Dikshithar Maharaj,Harinamasankeerthanam - Dhivya Namam & Deepa Pradakshanam,Krishna Gana Sabha,MAC16X21
2025-12-31,11:00,Vishwas Hari & Hariprasad Subramanian,Mandolin & Flute; Kaushik Sridhar (Mridangam); Shamita Gowda (Ghatam),Krishna Gana Sabha,MAC16X21
2025-12-31,13:00,Aditya Madhavan,Vocals; B. Ananthakrishnan (Violin); Kumbakonam Swaminathan (Mridangam); V. Sai Subramaniam (Morsing),Krishna Gana Sabha,MAC16X21
2025-12-31,16:00,Charumathi Raghuraman & J.B. Sruthi Sagar & Ramana Balachandran & Anantha R Krishnan,Violin-Flute-Veena-Mridangam Quartet Concert,Krishna Gana Sabha,MAC16X21
2025-12-31,19:00,Sharmila Biswas,Odissi,Krishna Gana Sabha,MAC16X21
2025-12-31,22:00,Brahmashri Vittaldas Jayakrishna Dikshithar Maharaj,Harinamasankeerthanam on the eve of New Year 2026,Krishna Gana Sabha,MAC16X21
2026-01-01,09:30,Vittaldas Jayakrishna Dikshithar Maharaj,Radha Kalyanam (Harinamasankeerthanam),Krishna Gana Sabha,MAC16X21
2026-01-01,16:00,Sangeetha Bhakthi Samarpanam,Vittal Rangan (Violin); Neyveli Narayanan (Mridangam); V. Suresh (Ghatam),Krishna Gana Sabha,MAC16X21
2026-01-01,19:00,Priyadarsini Govind,Bharatanatyam,Krishna Gana Sabha,MAC16X21
2026-01-02,16:00,Akkarai Sisters Subhalakshmi & Sornalatha,Violin Duet; Thanjavur T.R. Govindarajan (Thavil); Arjun Kumar (Mridangam),Krishna Gana Sabha,MAC16X21
2026-01-02,19:00,Priya Murle,Bharatanatyam,Krishna Gana Sabha,MAC16X21
2026-01-03,16:00,Dr. B. Vijayagopal & Mylai Karthikeyan,Flute & Nagaswaram Duet; B. Harikumar (Mridangam); Trichy Krishnaswamy (Ghatam),Krishna Gana Sabha,MAC16X21
2026-01-03,19:00,Jaikishore Mosalikanti / Shivamohanam,Triyambam (Kuchipudi thematic Presentation),Krishna Gana Sabha,MAC16X21
2025-12-08,14:00,Aadithyadev V. Punnayarkulam,Vocal; Sivateja Mallajosyula - Violin; Aduthurai Guruprasadh - Mridangam; Sumukh Karanth - Khanjira,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-08,15:30,Arjun & Sri Narayanan,Keyboard Duet; Srihari Vittal - Violin; Sabareesh G. Sreenivas - Mridangam; Sai Bharat - Khanjira,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-08,17:15,Supriya Raja,Vocal; Haritha Narayanan - Violin; J.P. Suriya Nambisan - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-08,19:00,Dhanush Anantharaman,Vocal; Sivateja Mallajosyula - Violin; S. Kavichelvan - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-09,13:00,A. Aishwarya,Vocal; R. Narasiman - Violin; Mukundhan Samraj - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-09,14:00,Preeti Sethuraman,Vocal; Shreelakshmi Bhat - Violin; J.P. Suriya Nambisan - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-09,15:30,Shakthi Muralidharan,Vocal; Gayathri Vibhavari - Violin; Sarvajit Krishna - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-09,17:15,Veena Venkataramani & Shraddha Ravindran,Veena & Violin; R Akshay Ram - Mridangam; Hariharasubramaniam - Ghatam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-09,19:00,Ashwin Bhogendra,Vocal; V.S.P. Gayatri Sivani - Violin; Vazhappally T.S. Satheesh Kumar - Mridangam; G. Ganapathy - Ghatam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-10,13:00,Aditya Sridhar,Vocal; Bargava Vignesh - Violin; Abhinav Kailasam - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-10,14:00,Himaja Samraj,Vocal; Saketh Pantula - Violin; Jayendra Kumar - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-10,15:30,Vishnupriya,Vocal; Sriramya Mantha - Violin; Pichai Vinith - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-10,17:15,Ranjani Sivakumar,Vocal; Chidambaram G. Badrinath - Violin; B.S. Prashanth - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-10,19:00,S. Mahadevan,Vocal; V.S.P. Gayatri Sivani - Violin; Karun Salvadi - Mridangam; Sumukh Karanth - Khanjira,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-11,13:00,Madhuvanthy Athreya,Abhangs and Bhajans,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-11,14:00,Abhirama Bode,Vocal; R.S. Sudha lyer - Violin; Aduthurai Guruprasadh - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-11,15:30,Hari Kishan,Vocal; Prithvi Bhaskar - Violin; Chirag Mani - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-11,17:15,Archana & Samanvi,Vocal Duet; Madan Mohan - Violin; Prajwal Bharadwaj - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-11,19:00,Jayashree Aravind,Veena; J. Vaidyanathan - Mridangam; Ravichandran - Ghatam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-12,13:00,N. Haripriya,Veena; A.P. Mahizhan - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-12,14:00,Amritha Venkat,Vocal; Sumedha Mahesh - Violin; Chirag Mani - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-12,15:30,Prithvi Bhaskar,Vocal; Krithik Kaushik - Violin; Nandan Kashyap - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-12,17:15,Archana Murali,Vocal; R. Srikriti - Violin; Pranav Subramanyan - Mridangam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-12,19:00,Niranjan Dindodi,Vocal; Vibav Ramani - Violin; Trichy S.G. Venkatraman - Mridangam; Ramya Ramesh - Ghatam,"Bharatiya Vidya Bhavan Mini Hall, Mylapore, Chennai",REVPARA9033
2025-12-07,13:00,Various Participants,This Ability Fair and This Able contest,Mylapore Fine Arts Club,MARG8923
2025-12-07,15:00,Archana Sridharan and Rajeshwari Harish,Inclusive presentation - Bharatiya-One World Choir,Mylapore Fine Arts Club,MARG8923
2025-12-07,15:50,Natesan,Invocation,Mylapore Fine Arts Club,MARG8923
2025-12-07,16:00,Clarke School for the Deaf and team,Mouna Ragam-Sounds of Silence,Mylapore Fine Arts Club,MARG8923
2025-12-07,16:30,Various Recipients,Awards Ceremony,Mylapore Fine Arts Club,MARG8923
2025-12-07,17:15,Anil Srinivasan and team,Into the light - Special presentation,Mylapore Fine Arts Club,MARG8923
2025-12-07,18:15,S.R. Krishnamurthy,Carnatic Vocal Concert,Mylapore Fine Arts Club,MARG8923
2025-12-07,19:15,EPL Muthukumaran and party,Mani Laya Pravaham - Tala Vadya Kutcheri,Mylapore Fine Arts Club,MARG8923
2025-12-24,08:30,Rohan Musti,Flute,,MARG8923
2025-12-24,09:45,Srilatha Nikshith,Veena,,MARG8923
2025-12-24,11:30,Harish Venkatraman,Vocal,,MARG8923
2025-12-24,13:00,Bagya Vivekanandan and Lucrezia Maniscotti,Maniscotti Lec-Dem (from Italy),,MARG8923
2025-12-24,14:15,Yuko Matoba,Veena (from Japan),,MARG8923
2025-12-24,15:45,Uma Ranganathan,Vocal,,MARG8923
2025-12-24,17:15,Swaratmika Srikanth,Vocal,,MARG8923
2025-12-24,19:00,Dr. R. Suryaprakash,Vocal,,MARG8923
2025-12-25,08:30,Ixchel,Violin,,MARG8923
2025-12-25,09:45,N.S. Kamakshi,Vocal,,MARG8923
2025-12-25,11:30,Ria Kaushik,Vocal,,MARG8923
2025-12-25,13:00,P. Doss and party,Group Performance,,MARG8923
2025-12-25,14:15,Aditya Venkatesh,Keyboard,,MARG8923
2025-12-25,15:45,Vaibav Ramu,Vocal,,MARG8923
2025-12-25,17:15,Kanmoni Sasi and Akshaya Hari duo,Vocal,,MARG8923
2025-12-25,19:00,J.A. Jayant,Flute,,MARG8923
2025-12-26,08:30,Natesan S,Vocal,,MARG8923
2025-12-26,09:45,Padmashri Dr. Gayatri Sankaran,Vocal,,MARG8923
2025-12-26,11:30,Barghavi Chandrasekar,Vocal,,MARG8923
2025-12-26,13:00,Disciples of J.A. Jayant & Priyamvada S,Group Flute & Vocal,,MARG8923
2025-12-26,14:15,Dhanya Dinesh Rudrapatnam,Vocal,,MARG8923
2025-12-26,15:45,Nathalie Ramirez (Mexico) & Ananthalakshmi P,Flute & Violin Jugal Bandi,,MARG8923
2025-12-26,17:15,Rishabh Kaushik,Vocal,,MARG8923
2025-12-26,19:00,Ramana Balachandran,Veena,,MARG8923
2025-12-27,08:30,Naveen Padmanabhan,Vocal,,MARG8923
2025-12-27,09:45,Chinmaya sisters,Vocal,,MARG8923
2025-12-27,11:30,Vignesh & Aparna Thyagarajan duo,Violin,,MARG8923
2025-12-27,14:15,Shakthi Muralidharan & Nanditha Kannan,Duo,,MARG8923
2025-12-27,15:45,Uma Ramakrishnan,Vocal,,MARG8923
2025-12-27,17:15,Karaikkal Jaishankar & Gokul Namagiripettai duo,Vocal,,MARG8923
2025-12-27,19:00,Sherthalai Rengantha Sharma,Vocal,,MARG8923
2025-12-28,08:30,Vinita Kaushik,Vocal,,MARG8923
2025-12-28,09:45,Srivaralaxmi Maya & Rishabh Kaushik duo,Keyboard,,MARG8923
2025-12-28,11:30,Dr. Lakshminarayanan; Priya Parthasarathy; Archana Murali,Vocal,,MARG8923
2025-12-28,13:00,Students of TNJJMFAU,Group Performance,,MARG8923
2025-12-28,14:15,Preethi Sethuraman,Vocal,,MARG8923
2025-12-28,15:45,Niranjan Dindhodi & Prithvi Harish duo,Vocal,,MARG8923
2025-12-28,17:15,Pathangi Bros (Dhruv and Raghav),Vocal,,MARG8923
2025-12-28,19:00,G. Ravikiran,Vocal,,MARG8923
2025-12-14,10:00,Unspecified Artist,Concert Series,Madhuradhwani (ArkayCC),MARG8923
2025-12-20,10:00,Unspecified Artist,Concert Series,Madhuradhwani (ArkayCC),MARG8923
2025-12-15,15:00,Unspecified Artist,Concert Series,Anusham Fine Arts,MARG8923
2025-12-16,15:00,Unspecified Artist,Concert Series,Anusham Fine Arts,MARG8923
2025-12-17,15:00,Unspecified Artist,Concert Series,Anusham Fine Arts,MARG8923
2025-12-18,15:00,Unspecified Artist,Concert Series,Anusham Fine Arts,MARG8923
2025-12-19,15:00,Unspecified Artist,Concert Series,Anusham Fine Arts,MARG8923
2025-12-23,18:00,Unspecified Artist,Concert Series,YADA Narada Gana Sabha,MARG8923
2025-12-23,19:30,Unspecified Artist,Concert Series,YADA Narada Gana Sabha,MARG8923
2025-12-30,09:00,Unspecified Artist,Concert Series,Carnatica and Sri Parthasarathy Swami Sabha,MARG8923
2026-01-05,12:45,Unspecified Artist,Concert Series,Carnatica and Sri Parthasarathy Swami Sabha,MARG8923
2026-01-08,12:45,Unspecified Artist,Concert Series,Carnatica and Sri Parthasarathy Swami Sabha,MARG8923
2026-01-02,17:00,Unspecified Artist,Concert Series,Hamsadhwani Sabha,MARG8923
2025-12-10,18:30,Sriranjani Tapasya Santhanagopalan,Vocal; Vani Kala Nipuna Vittal Rangan (Violin); Vani Kala Nipuna N.C.Bharadwaj (Mrudangam); G. Chandrasekar Sharma (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-11,18:30,Vijay Siva N,Vocal; Vani Kala Sudhakara R.K.Shriramkumar (Violin); Vani Kala Sudhakara Dr.Trichy Sankaran (Mrudangam); G.Chandrasekar Sharma (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-12,18:30,Abhishek Raghuram,Vocal; Vani Kala Nipuna L.Ramakrishnan (Violin); Vani Kala Sudhakara Neyveli Narayanan (Mrudangam); G.Chandrasekar Sharma (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-13,18:30,Sanjay Subramanian,Vocal; Vani Kala Sudhakara S.Varadarajan (Violin); Vani Kala Sudhakara Neyveli Venkatesh (Mrudangam); S. Venkataramanan (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-14,18:30,Ranjani & Gayathri,Vocal; Vani Kala Nipuna L. Ramakrishnan (Violin); Delhi S Sairam (Mrudangam); G.Chandrasekar Sharma (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-15,18:30,Lalgudi G.J.R.Krishnan & Lalgudi Vijayalakshmi,Violin Duet; R. Sankaranarayanan (Mrudangam); Sunil Kumar S (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-16,18:30,Sikkil C. Gurucharan,Vocal; V. Sanjeev (Violin); Padma Vibhushan Umayalpuram Dr.K.Sivaraman (Mrudangam); B.S.Purushotham (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-17,18:30,S.Saketharaman,Vocal; H.N.Bhaskar (Violin); Vani Kala Nipuna N.C.Bharadwaj (Mrudangam); Dr. S Karthick (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-18,18:30,Sangeetha Bhakthi Samarpanam,Vocal Concert; Vani Kala Sudhakara S.Varadarajan (Violin); Patri Satish Kumar (Mrudangam); K.V.Gopalakrishnan (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-19,18:30,Trichur Brothers Srikrishna Mohan & Ramkumar Mohan,Vocal; Sayee Rakshith (Violin); Vijay Natesan (Mrudangam); Nerkunam Dr. S.Sankar (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-20,18:30,S Mahathi,Vocal; Kamalakiran Vinjamuri (Violin); Delhi S Sairam (Mrudangam); Sunil Kumar S (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-21,18:30,Dr. Jayanthi Kumaresh & R. Kumaresh,Strings Attached Concert; K Jayachandra Rao (Mrudangam); Pramath Kiran (Tabla & Morsing),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-22,18:30,Kunnakkudi M Balamuralikrishna,Vocal; Vani Kala Nipuna L.Ramakrishnan (Violin); Shertalai R.Ananthakrishnan (Mrudangam); B. Shree Sundarkumar (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-23,18:30,Rajhesh Vaidhya & U Rajesh,Veena & Mandolin; Thanjavur T.R.Govindarajan (Thavil); Swaminathan Selvaganesh (Kanjira); Praveen Narayanan (Tabla),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-24,18:30,K. Bharat Sundar,Vocal; Vani Kala Nipuna Vittal Rangan (Violin); Sumesh Narayanan (Mrudangam); Dr. S Karthick (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-25,18:30,Malladi Brothers Sreeram Prasad & Dr.Ravikumar,Vocal; Sayee Rakshith (Violin); Vani Kala Sudhakara K.V.Prasad (Mrudangam); T. Rajaganesh (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-26,18:30,Sandeep Narayan,Vocal; Rajeev Mukundan (Violin); Padma Vibhushan Umayalpuram Dr.K Sivaraman (Mrudangam); B.Shree Sundarkumar (Kanjira),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-27,18:30,Gayathri Venkataraghavan,Vocal; Mysore V Srikanth (Violin); B. Sivaraman (Mrudangam); Trichy S Krishnaswamy (Ghatam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL1
2025-12-28,18:30,Akkarai Sisters S. Subhalakshmi and S. Sornalatha,"Violin Duet Concert; Tanjore T.R.Govindarajan (Violin), Bangalore Arjun Kumar (Mrudangam), N. Guruprasad (Ghatam)",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2025-12-29,18:30,J.A.Jayanth,"Flute Concert; Vittal Ramamurthy (Violin), Vani Kala Sudhakara Srimushnam V Raja Rao (Mrudangam), K.V.Gopalakrishnan (Kanjira)",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2025-12-30,18:30,Vishaka Hari,"Sangeetha Upanyasam on 'ARANGAN ARUL'; C.S.Chinmayi (Violin), Vijay Natesan (Mrudangam), Trichy S Krishnaswamy (Ghatam)",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2025-12-31,18:30,Ramakrishnan Murthy,"Vocal Concert; Vani Kala Nipuna L. Ramakrishnan (Violin), Vani Kala Nipuna N.C.Bharadwaj (Mrudangam), Vazhappally R. Krishnakumar (Ghatam)",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-01,18:30,Students of Sridevi Nrithyalaya,"'SIVA NAVA BHAKTHI'; Concept & Screenplay Vani Kala Nipuna Smt. Shobha Korambil, Lyrics - Dr S Raghuram, Music - Vani Kala Sudhakara Sri Embar S Kannan, Choreography - Vani Kala Sudhakara Dr.Sheela Unnikrishnan",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-02,18:30,Vani Kala Sudhakara Srekala Bharath & Thejas,'UTHAMA DEIVANGAL' a thematic group Bharatanatyam feature on Jai Santoshi Maa Shirdi Saibaba & Swami Ayyappan,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-03,18:30,Student of Sri Sai Nrithyalaya / Vani Kala Nipuna Smt. H N Nandhini Suresh,'RAMAM MANOHARAM MANOHARAM RAMAM PART 2' (based on ramayanam),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-04,18:30,Vani Kala Sudhakara Dr. Srinidhi Chidambaram,Thematic margam 'DAASARATHI',SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-05,18:30,Roja Kannan's Bharatha Natyalaya,'THEERA VINAI THEERKUM THIRUCHENDUR' - a thematic group production,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-06,18:30,Disciples of Dr.S.Divyasena,"'PALLANDU PALLANDU' a unique dance presentation; Music Composed by T.H.Thiyagarajan and K. Ganesan, Concept, Direction and Dance Choreographed by - Dr. S. Divyasena",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-07,19:00,Anithaguha's Bharathanjali,"'MAHADEVAM MAHASENAM BHAJE'; Lyrics & Music Dr PR Venkatasubramian, Concept & Choreography: Vani Kala Sudhakara Smt. Anitha Guha",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-08,18:30,Saila Sudha Academy / Disciples of Vani Kala Sudhakara S.P.Sailaja,Group Bharathanatyam 'SIVA DRUHSTI',SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-09,18:30,United Visuals / Vani Kala Sudhakara 'TV' Varadharajen,"'SANGEETHA MUMMOORTHIGAL'; Concept: VSV, Dialogues: C.V.Chandramohan & TV Varadharajen, Music: 'Padmashri Awardee' Bombay Jayashri Ramnath",SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-10,18:30,Komal Theatre / Dharini Komal,'DRAUPATHI' - A Mega historical play; Script & Direction - Dharini Komal,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-11,18:30,Stage Creations / Vani Kala Sudhakara Sri Kathadi Ramamoorthy,'YAATHIRAI' by Vani Kala Sudhakara Sreevathson,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-12,18:30,Crazy creations / Maadhu balaji and his Crazy team,'CRAZY PREMIER LEAGUE' by Vani Kala Sudhakara Crazy mohan (Best scenes from Crazy Mohan s plays),SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-13,18:30,Mali's Stage / Vani Kala Sudhakara Kudanthai Sri Mali,'KANNAN VANDHA NERAM' -Based on Belief and attitude,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-14,18:30,"Kalaasindhu School of Performing Arts, Sindhu Shyam and Disciples",'BHAVAYAMI RAGHURAMAM' (Swathi Tirunal Krithi); Choreography: Dr.Sasirekha Raammohan,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2026-01-15,18:30,Renjith_Vijna and ensemble,'VRAJAM BHAJE' reminiscing vrindavan,SRI CHANDRASEKARENDRA SARASWATHI MAHASWAMI AUDITORIUM,SRITHAYGVANIMAHAL2
2025-12-16,17:00,Inauguration,By Srimad Paramahamsethyadhi Sri Madhurakavi Ramanuja Jeeyar Swami - Awards Presentation,Vidya Bharathi Mylapore,REVSPS8903
2025-12-16,18:45,Chitravina N. Ravikiran & S. Shashank,Chitravina & Flute Duet - Patri Satish Kumar (Mridangam) - B. Shree Sundar Kumar (Kanjira),Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,08:30,Dr. Sriram Parasuram,"Lect. Demo. ""Understanding Rare Ragas of Dikshitar from his Kritis""",Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,10:00,Sunil R. Gargyan,Vocal - H.N. Bhaskar (Violin) - Sai Raghavan (Mridangam) - Chandrashekara Sharma (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,12:30,Madhuri Kaushik,Vocal - Krithik Kowshik (Violin) - Nandan Kashyap (Mridangam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,14:00,Vivek Moozhikulam,Vocal - Vignesh Thyagarajan (Violin) - Burra Sriram (Mridangam) - Sowmya Narayanan (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,16:00,Cherthala Dr. K.N. Renganatha Sharma,Vocal - Embar S. Kannan (Violin) - Tanjavur Murugabhoopathi (Mridangam) - H. Sivaramakrishnan (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-17,18:30,Priya Sisters (Shanmukhapriya & Haripriya),Vocal - B. Ananthakrishnan (Violin) - V.V. Ramanamurthy (Mridangam) - B.S. Purushotham (Kanjira),Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,08:30,Vid. Rama Ravi & Vid. Suguna Varadachary,"Lect. Demo. ""The Effective use of Kalapramanam in Musical Expressions"" - Supported by Dr. Nanditha Ravi & Aishwarya Shankar",Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,10:00,Jayashree Vaidyanathan,Vocal - Thirumarugal Dinesh (Violin) - Mannikudi Chandrasekar (Mridangam) - H. Sivaramakrishnan (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,12:30,Abhishek Ravishankar,Vocal - M. Siva Teja (Violin) - Suriya Nambisan (Mridangam) - G. Ganapathy (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,14:00,Abilash Giriprasad,Vocal - Keerthana Sankar (Violin) - B.S. Prashanth (Mridangam) - M. Phanindra (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,16:00,Prince Rama Varma,Vocal - Avaneeswaram Vinu (Violin) - B. Harikumar (Mridangam) - Dr. S. Karthick (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
2025-12-18,18:30,Dr. Pantula Rama,Vocal - MSN Murthy (Violin) - Kotipalli Ramesh (Mridangam) - Harish Chandra (Kanjira),Vidya Bharathi Mylapore,REVSPS8903
2025-12-19,08:30,Malladi Brothers (Sreeramprasad & Ravikumar),"Lect. Demo. ""Sangeetha Shastra Margamu"" through Thyagaraja Kritis",Vidya Bharathi Mylapore,REVSPS8903
2025-12-19,10:00,Kruthi Vittal,Vocal - Vittal Rangan (Violin) - N.C. Bharadwaj (Mridangam) - S. Krishna (Ghatam),Vidya Bharathi Mylapore,REVSPS8903
